CEO,active_artist_links,active_artist_names,active_artist_partnership_periods,active_group_links,active_group_names,active_group_partnership_periods,active_groups,artists_count,employees,former_artist_links,former_artist_names,former_artist_partnership_periods,former_group_links,former_group_names,former_group_partnership_periods,former_groups,founded,founders,groups_count,hometown,introduction,link,name,native_names,parent_company,parent_company_link,revenue,socials,subsidiary_links,subsidiary_names
,,,,,,,,0,,,,,,,,,2016,,0,Seoul,"The Wave E&M is a South Korean entertainment company under The Wave Music. It was originally founded in 2016 as Wellmade Yedang.On July 25, 2018, Kiwi Media Group acquired 100% of the company's stake. The company changed their name to Wellmade Star Ent shortly after its acquisition. they again changed to their current name in 2021.",https://kpopping.com/company/The-Wave-E-M,The Wave E&M,,The Wave Music,https://kpopping.com/company/The-Wave-Music,,"https://www.facebook.com/wellmadestarent/,https://www.instagram.com/wellmade_starent/,http://wellmadestar.com/",,
,https://kpopping.com/profiles/idol/twlv,twlv,2021 - Present,,,,,1,,,,,,,,,2021,,0,Seoul,The Tilde Entertainment (틸드 엔터테인먼트),https://kpopping.com/company/The-Tilde-Entertainment,The Tilde Entertainment,"틸드 엔터테인먼트,チルダエンターテインメント",,,,"https://www.instagram.com/thetilde.official,https://www.youtube.com/channel/UCgB8zwZ9drqiKujZetVEaPQ/featured,https://www.thetildeent.com/",,
,"https://kpopping.com/profiles/idol/U-Sungeun,https://kpopping.com/profiles/idol/Sihyun3,https://kpopping.com/profiles/idol/Lee-Ji-Eun,https://kpopping.com/profiles/idol/Choi-Soeun,https://kpopping.com/profiles/idol/Haesol","U Sungeun,Sihyun,Lee Ji Eun,Choi Soeun,Haesol","2013 - Present,2016 - Present,2017 - Present,2018 - Present,2018 - Present",,,,,5,,"https://kpopping.com/profiles/idol/Yuvin,https://kpopping.com/profiles/idol/Sohee3,https://kpopping.com/profiles/idol/Minzy","Yuvin,Sohee,Minzy","2015 - 2021,2016 - 2019,2016 - 2020","https://kpopping.com/profiles/group/MYTEEN,https://kpopping.com/profiles/group/B-O-Y","MYTEEN,B.O.Y","2017 - 2019,2019 - 2021",,2014,Oh Won Chul (Philip Oh),0,Seoul,The Music Works Entertainment (뮤직웍스; also simply as The Music Works) is a South Korean record label and entertainment company. It was established in 2014 by Oh Won Chul (Philip Oh) as a joint venture with CJ E&M Music (now Stone Music Entertainment).,https://kpopping.com/company/The-Music-Works-Entertainment,The Music Works Entertainment,뮤직웍스,Stone Music Entertainment,https://kpopping.com/company/Stone-Music-Entertainment,,"https://www.facebook.com/officialmusicworks,https://twitter.com/official_mwent,https://www.instagram.com/officialmwent/,https://www.youtube.com/user/MUSICWORKSOFFICIAL,http://www.themusicworks.co.kr/?ckattempt=1",,
,"https://kpopping.com/profiles/idol/Ailee,https://kpopping.com/profiles/idol/Wheein","Ailee,Wheein","2021 - Present,2021 - Present",,,,,2,,,,,,,,,2021,Ravi,0,Seoul,"THE L1VE (더라이브) is a South Korean record label founded by Ravi. It is the second label established by him following GROOVL1N in 2019. In contrast with GROOVL1N, which is hip-hop based, THE L1VE plans to host and support artists of various genres.",https://kpopping.com/company/THE-L1VE,THE L1VE,더라이브,,,,"https://www.facebook.com/thel1veofficial,https://twitter.com/THEL1VE_LABEL,https://www.instagram.com/thel1ve_official/",,
Hwang Dong Seop,https://kpopping.com/profiles/idol/Lee-Hae-In,Lee Hae In,2020 - Present,,,,,1,,"https://kpopping.com/profiles/idol/Jongup,https://kpopping.com/profiles/idol/Shin-Sia","Jongup,Shin Sia","2019 - 2020,2020 - 2020",,,,,2002,,0,Seoul,The Groove Company (더그루브컴퍼니) is a entertainment label in South Korea.,https://kpopping.com/company/The-Groove-Company,The Groove Company,더그루브컴퍼니,,,,"https://www.facebook.com/TheGrooveEntertainment,https://www.instagram.com/the_groove__official,https://www.youtube.com/channel/UCwW3LX0fdUSO9zXP-SYCgEg,http://www.thegroove.co.kr/",,
,"https://kpopping.com/profiles/idol/Zion-T,https://kpopping.com/profiles/idol/Okasian,https://kpopping.com/profiles/idol/Ella-Gross,https://kpopping.com/profiles/idol/SOMI","Zion. T,Okasian,Ella Gross,SOMI","2016 - Present,2017 - Present,2018 - Present,2018 - Present",,,,,4,,"https://kpopping.com/profiles/idol/Kush,https://kpopping.com/profiles/idol/Choi-Yeyoung","Kush,Choi Yeyoung","2015 - 2019,2017 - 2017",,,,,2015,Teddy Park,0,Seoul,The Black Label (더 블랙 레이블; stylized as THEBLACKLABEL or THEBLΛƆKLΛBEL) is a South Korean record label and a subsidiary of YG Entertainment. It was founded in 2015 by producers Teddy Park & Kush.,https://kpopping.com/company/The-Black-Label,The Black Label,더 블랙 레이블,YG Entertainment,https://kpopping.com/company/YG-Entertainment,,"https://www.facebook.com/OfficialTHEBLACKLABEL,https://twitter.com/THEBLACKLABEL_,https://www.instagram.com/theblacklabel_official/,https://www.youtube.com/THEBLACKLABEL",,
,https://kpopping.com/profiles/idol/Hwang-Chiyeul,Hwang Chiyeul,2021 - Present,,,,,1,,,,,,,,,2015,,0,Seoul,TEN2 Entertainment (텐투 엔터테인먼트) is a South Korean entertainment company.,https://kpopping.com/company/TEN2-Entertainment,TEN2 Entertainment,"텐투 엔터테인먼트,TEN2エンターテインメント",,,,"https://www.facebook.com/ten2ent,https://www.instagram.com/ten2ent_official,https://www.youtube.com/channel/UC-oqmt40NN1bdVAXBu3AB4A,https://www.ten2-ent.com/",,
Eitaro Kobayashi,https://kpopping.com/profiles/idol/Murase-Sae,Murase Sae,2021 - Present,,,,,1,56,,,,,,,,1994,,0,"Shibuya-ku, Tokyo","Ten Carat (Korean: 10캐럿, Japanese: 10カラット) is a Japanese entertainment company founded in 1994.",https://kpopping.com/company/Ten-Carat,Ten Carat,"10캐럿,10カラット",,,,https://tencarat.co.jp/,,
,,,,,,,,0,,,,,,,,,2020,Rhythm Power,0,,TEAMPLAY MUSIC is a South Korean music label that focuses on artists in the hip-hop field. It was established by Rhythm Power members after leaving their previous label Amoeba Culture in June 2020.,https://kpopping.com/company/TEAMPLAY-MUSIC,TEAMPLAY MUSIC,,,,,"https://www.instagram.com/TEAMPLAYMUSIC/,https://www.youtube.com/channel/UCqw9xJ9Vnrn3UVQIKc-0w3Q?reload=9",,
,https://kpopping.com/profiles/idol/Jackson,Jackson,2017 - Present,,,,,1,,,,,,,,,2017,Jackson Wang,0,,Team Wang is a Chinese record label founded in 2017 by GOT7's Jackson for his solo promotions in China.,https://kpopping.com/company/Team-Wang,Team Wang,,,,,,,
,https://kpopping.com/profiles/idol/CL,CL,2021 - Present,,,,,1,,,,,,,,,2012,,0,London,"TaP Music (탭 음악) is a global group of music companies representing artists across TaP Management, TaP Music Publishing and TaP Records.",https://kpopping.com/company/TaP-Music,TaP Music,"탭 음악,TaPミュージック",,,,"https://www.facebook.com/tapmusicofficial/,https://twitter.com/tapmusic?s=21,https://www.instagram.com/tapmusic/,https://tap-music.com/",,
,,,,,,,,0,,https://kpopping.com/profiles/idol/Ne-MO,Ne;MO,2010 - 2010,"https://kpopping.com/profiles/group/Big-Mama,https://kpopping.com/profiles/group/4MEN","Big Mama,4MEN","2010 - 2012,2010 - 2010",,2010,,0,Seoul,Tailruns Media (테일런스 미디어) is a Korean record label.,https://kpopping.com/company/Tailruns-Media,Tailruns Media,테일런스 미디어,,,,,,
,"https://kpopping.com/profiles/idol/Jaehwan,https://kpopping.com/profiles/idol/Xani,https://kpopping.com/profiles/idol/Natty","Jaehwan,Xani,Natty","2018 - Present,2020 - Present,2020 - Present","https://kpopping.com/profiles/group/A-C-E,https://kpopping.com/profiles/group/Kep1er","A.C.E,Kep1er","2021 - Present,2021 - Present",,3,,,,,"https://kpopping.com/profiles/group/Wanna-One,https://kpopping.com/profiles/group/X1,https://kpopping.com/profiles/group/IZ-ONE","Wanna One,X1,IZ*ONE","2018 - 2018,2019 - 2020,2020 - 2021",,2018,,2,Seoul,Swing Entertainment (스윙엔터테인먼트) is a South Korean record label and management agency. It was originally founded in June 2018 to exclusively manage the project group Wanna One.,https://kpopping.com/company/Swing-Entertainment,Swing Entertainment,스윙엔터테인먼트,CJ E&M,https://kpopping.com/company/CJ-E-M,,"https://twitter.com/Official_SWING,https://www.instagram.com/official_swing/,https://www.youtube.com/c/SWINGENTERTAINMENT,http://swingent.co.kr/default/",,
Naoyumi Okada,,,,,,,,0,,https://kpopping.com/profiles/idol/Kang-Ji-Young,Kang Ji-Young,2014 - 2021,,,,,1996,,0,"Minato-ku, Tokyo","Sweet Power (Korean: 스위트 파워, Japanese: スウィートパワー) is a Japanese entertainment agency representing solely female talents.",https://kpopping.com/company/Sweet-Power,Sweet Power,"스위트 파워,スウィートパワー",,,,"https://twitter.com/sweetpowerstaff,https://www.sweetpower.jp",,
,https://kpopping.com/profiles/idol/Shin2,Shin,2012 - Present,,,,,1,,"https://kpopping.com/profiles/idol/Nata,https://kpopping.com/profiles/idol/Elfa,https://kpopping.com/profiles/idol/Oli,https://kpopping.com/profiles/idol/Chloe,https://kpopping.com/profiles/idol/Kayan","Nata,Elfa,Oli,Chloe,Kayan","2012 - 2016,2012 - 2016,2012 - 2016,2015 - 2017,2015 - 2016",https://kpopping.com/profiles/group/As-One,As One,2012 - 2016,,2011,,0,Hong Kong,Sun Entertainment Culture (太陽娛樂音樂) is a record label and management agency in Hong Kong.,https://kpopping.com/company/Sun-Entertainment-Culture,Sun Entertainment Culture,"썬 엔터테인먼트 문화,サンエンターテインメントカルチャー",,,,"https://www.facebook.com/suneghk,https://www.instagram.com/suneg_official,https://www.youtube.com/channel/UC_gNPyEpUHut114gIV5vhYA,http://www.suneg.com/en/",,
,https://kpopping.com/profiles/idol/LEES2UN,LEES2UN,2016 - Present,https://kpopping.com/profiles/group/If-Enough,If Enough,2019 - Present,,1,,,,,,,,,2009,,1,Seoul,Sugar Records (슈가레코드) is a South Korean entertainment company.,https://kpopping.com/company/Sugar-Records,Sugar Records,슈가레코드,,,,"https://www.facebook.com/SugarRecordsKR/,https://twitter.com/sugar_records,https://www.instagram.com/sugar_official/,https://sugar-records.com/,https://sugar-records.com/",,
,https://kpopping.com/profiles/idol/LEES2UN,LEES2UN,2016 - Present,https://kpopping.com/profiles/group/If-Enough,If Enough,2019 - Present,,1,,,,,,,,,2013,,1,Seoul,"Sugar Records (슈가레코드) is a South Korean public record label founded since 2013 (2012.09 Opened Red Bricks Studio, 2013.01 Established Sugar Record).",https://kpopping.com/company/Sugar-Records2,Sugar Records,슈가레코드,,,,"https://www.facebook.com/SugarRecordsKR,https://twitter.com/sugar_records,https://www.instagram.com/sugarrecords_official/,https://www.youtube.com/c/SugarRecords/featured,https://sugar-records.com/",,
,"https://kpopping.com/profiles/idol/Shin-Su-Hyun,https://kpopping.com/profiles/idol/Nayoung,https://kpopping.com/profiles/idol/Hani,https://kpopping.com/profiles/idol/Youngjae,https://kpopping.com/profiles/idol/Jackson,https://kpopping.com/profiles/idol/Yerin","Shin Su Hyun,Nayoung,Hani,Youngjae,Jackson,Yerin","2018 - Present,2019 - Present,2019 - Present,2021 - Present,2021 - Present,2021 - Present",,,,,6,,"https://kpopping.com/profiles/idol/Seohyun,https://kpopping.com/profiles/idol/Hyomin","Seohyun,Hyomin","2017 - 2018,2018 - 2021",,,,,2015,,0,"Sinsa-dong, Gangnam-gu, Seoul","Sublime Artist Agency (써브라임아티스트에이전시) is a South Korean entertainment, business and model agency.",https://kpopping.com/company/Sublime-Artist-Agency,Sublime Artist Agency,써브라임아티스트에이전시,,,,"https://twitter.com/sublimeartist_,https://channels.vlive.tv/A80AE5/video,https://www.instagram.com/sublimeartist/,https://www.youtube.com/channel/UCxgK7alZj77Laqyii_9G_KA,https://www.sublimeartist.co.kr/",,
Jay Sung-beom Ji,https://kpopping.com/profiles/idol/Park-Boram,Park Boram,2018 - Present,,,,,1,,https://kpopping.com/profiles/idol/Sunhwa,Sunhwa,2016 - 2020,,,,,2004,Sim Jung-woon,0,Seoul,"Studio Santa Claus Entertainment (스튜디오 산타 클로스 엔터테인먼트), formerly Huayi Brothers Korea (화이브라더스 코리아) and Sim Entertainment (심엔터테인먼트), is a South Korean talent management agency and television production company.",https://kpopping.com/company/Studio-Santa-Claus-Entertainment,Studio Santa Claus Entertainment,"스튜디오 산타 클로스 엔터테인먼트,スタジオサンタクロースエンターテインメント",Huayi Brothers,https://kpopping.com/company/Huayi-Brothers,,http://studiosantaent.com/ent/en/,,
,,,,"https://kpopping.com/profiles/group/DAY6,https://kpopping.com/profiles/group/DAY6-Even-of-Day,https://kpopping.com/profiles/group/Xdinary-Heroes","DAY6,DAY6 (Even of Day),Xdinary Heroes","2015 - Present,2020 - Present,2021 - Present",,0,,"https://kpopping.com/profiles/idol/Jamie,https://kpopping.com/profiles/idol/Baek-Yerin,https://kpopping.com/profiles/idol/Junhyeok,https://kpopping.com/profiles/idol/GSoul","Jamie,Baek Yerin,Junhyeok,GSoul","2015 - 2019,2015 - 2019,2015 - 2016,2015 - 2017",https://kpopping.com/profiles/group/15,15&,2015 - 2019,,2015,J.Y. Park,3,Seoul,Studio J (스튜디오 J) is an in-house label created by J.Y. Park in January 2015.,https://kpopping.com/company/Studio-J,Studio J,스튜디오 J,JYP Entertainment,https://kpopping.com/company/JYP-Entertainment,,https://www.facebook.com/studioj.live,,
,,,,,,,,0,,"https://kpopping.com/profiles/idol/Truedy,https://kpopping.com/profiles/idol/Heize,https://kpopping.com/profiles/idol/Mia4","Truedy,Heize,Mia","2018 - 2021,2018 - 2020,2018 - 2021",https://kpopping.com/profiles/group/I-O-I,I.O.I,2019 - 2019,,2018,,0,Seoul,"Studio Blu (스튜디오블루) was a South Korean record label under Stone Music Entertainment.The label has presumably ceased operations after CJ ENM announced the launch of their new integrated label, WAKEONE, on August 3, 2021, with Stone Music Entertainment, ONEFECT Entertainment, Studio Blu, and Off The Record Entertainment to be integrated into WAKEONE.",https://kpopping.com/company/Studio-Blu,Studio Blu,스튜디오블루,Stone Music Entertainment,https://kpopping.com/company/Stone-Music-Entertainment,,"https://www.facebook.com/studiobluofficial,https://twitter.com/studioblu_ofcl,https://www.vlive.tv/channel/CA06A5,https://www.instagram.com/studiobluofficial/",,
"Jo Dae Kwon, Jang Do Bong",,,,,,,,0,,https://kpopping.com/profiles/idol/Park-Haneum,Park Haneum,2017 - 2020,,,,,2019,,0,Seoul,"Story J Company (스토리제이컴퍼니) is a South Korean entertainment company. It was established as a subsidiary of People Story Company, which is based on drama and film production, separating the commercial organization from the company's actor management, and in union with BS Company and JSTARS Entertainment.",https://kpopping.com/company/Story-J-Company,Story J Company,"스토리제이컴퍼니,ストーリーJカンパニー",,,,"https://www.instagram.com/storyjcompany/,https://www.youtube.com/channel/UC86L_FiNCeuwjcqLRkTOvNw/featured,http://www.storyjcompany.com/",,
,"https://kpopping.com/profiles/idol/Soma,https://kpopping.com/profiles/idol/Chaboom,https://kpopping.com/profiles/idol/Neal,https://kpopping.com/profiles/idol/Make-A-Movie,https://kpopping.com/profiles/idol/Bola,https://kpopping.com/profiles/idol/EK,https://kpopping.com/profiles/idol/Cosmic-Boy,https://kpopping.com/profiles/idol/Fana,https://kpopping.com/profiles/idol/Munchman,https://kpopping.com/profiles/idol/Moa2,https://kpopping.com/profiles/idol/Anngyeungjaebee","Soma,Chaboom,Neal,Make A Movie,Bola,EK,Cosmic Boy,Fana,Munchman,Moa,Anngyeungjaebee","2017 - Present,2017 - Present,2017 - Present,2017 - Present,2017 - Present,2017 - Present,2018 - Present,2018 - Present,2019 - Present,2020 - Present,2020 - Present",https://kpopping.com/profiles/group/MBA,MBA,2017 - Present,,11,,https://kpopping.com/profiles/idol/OLNL,OLNL,2017 - 2020,,,,,2014,,1,Seoul,Stoneship (스톤쉽) is a South Korean hip-hop label.,https://kpopping.com/company/Stoneship,Stoneship,스톤쉽,,,,http://stoneship.io/home,,
Jung Hyung-jin,,,,https://kpopping.com/profiles/group/SG-WANNABE,SG WANNABE,2018 - Present,,0,,"https://kpopping.com/profiles/idol/Jang-Jane,https://kpopping.com/profiles/idol/Truedy,https://kpopping.com/profiles/idol/Eric-Nam,https://kpopping.com/profiles/idol/Heize,https://kpopping.com/profiles/idol/Yuri2,https://kpopping.com/profiles/idol/Roy-Kim,https://kpopping.com/profiles/idol/Park-Boram,https://kpopping.com/profiles/idol/Bae-Eun-Yeong,https://kpopping.com/profiles/idol/Seoyeon,https://kpopping.com/profiles/idol/Jiwon2,https://kpopping.com/profiles/idol/Gyuri2,https://kpopping.com/profiles/idol/Hayoung2,https://kpopping.com/profiles/idol/Saerom,https://kpopping.com/profiles/idol/Jiheon,https://kpopping.com/profiles/idol/Nagyung,https://kpopping.com/profiles/idol/Chaeyoung2,https://kpopping.com/profiles/idol/Jisun,https://kpopping.com/profiles/idol/Kyungho,https://kpopping.com/profiles/idol/J-You,https://kpopping.com/profiles/idol/Chan4,https://kpopping.com/profiles/idol/Jaeyun,https://kpopping.com/profiles/idol/Jisu,https://kpopping.com/profiles/idol/Minsu2,https://kpopping.com/profiles/idol/Chihoon,https://kpopping.com/profiles/idol/Jerome2,https://kpopping.com/profiles/idol/Donggeon,https://kpopping.com/profiles/idol/Woonggi,https://kpopping.com/profiles/idol/Ha-Hyunsang","Jang Jane,Truedy,Eric Nam,Heize,Yuri,Roy Kim,Park Boram,Bae Eun Yeong,Seoyeon,Jiwon,Gyuri,Hayoung,Saerom,Jiheon,Nagyung,Chaeyoung,Jisun,Kyungho,J.You,Chan,Jaeyun,Jisu,Minsu,Chihoon,Jerome,Donggeon,Woonggi,Ha Hyunsang","2012 - 2012,2016 - 2020,2017 - 2021,2017 - 2020,2017 - 2021,2017 - 2021,2017 - 2018,2017 - 2021,2017 - 2018,2017 - 2018,2017 - 2018,2017 - 2018,2017 - 2018,2017 - 2018,2017 - 2018,2017 - 2018,2017 - 2018,2019 - 2021,2019 - 2021,2019 - 2021,2019 - 2021,2019 - 2021,2019 - 2021,2019 - 2021,2019 - 2021,2019 - 2021,2019 - 2021,2019 - 2021","https://kpopping.com/profiles/group/Davichi,https://kpopping.com/profiles/group/Wanna-One,https://kpopping.com/profiles/group/fromis-9,https://kpopping.com/profiles/group/JBJ,https://kpopping.com/profiles/group/IN2IT,https://kpopping.com/profiles/group/X1,https://kpopping.com/profiles/group/TO1","Davichi,Wanna One,fromis_9,JBJ,IN2IT,X1,TO1","2017 - 2021,2017 - 2018,2017 - 2018,2017 - 2018,2017 - 2020,2019 - 2020,2020 - 2021",,2017,,1,Seoul,"Stone Music Entertainment (스톤뮤직엔터테인먼트) is a South Korean entertainment company under CJ ENM's E&M division. It handles artist management, music production, and distribution. In 2018, CJ E&M Music merged with the company. On April 20, 2021, CJ ENM announced that Stone Music had been liquidated to provide more effective services to artists by streamlining label operations. The ""Stone Music"" name will continue to be used as a distribution brand in their company. Other sub-labels under CJ ENM are not affected by the news.",https://kpopping.com/company/Stone-Music-Entertainment,Stone Music Entertainment,스톤뮤직엔터테인먼트,CJ E&M,https://kpopping.com/company/CJ-E-M,313 Million (2016),"https://www.facebook.com/stonemusicent/,https://twitter.com/StoneMusicEnt,https://www.instagram.com/stonemusicent/https://www.instagram.com/stonemusicent/,https://www.youtube.com/user/CJENMMUSIC,https://www.tiktok.com/@stonemusicent,http://stonemusicent.net/home/","https://kpopping.com/company/B2M-Entertainment,https://kpopping.com/company/The-Music-Works-Entertainment,https://kpopping.com/company/Studio-Blu","B2M Entertainment,The Music Works Entertainment,Studio Blu"
,,,,,,,,0,,,,,,,,,2016,,0,Seoul,STL Entertainment (STL엔터테인먼트) is a South Korean music label.,https://kpopping.com/company/STL-Entertainment,STL Entertainment,STL엔터테인먼트,,,,,,
Kevin Morrow,https://kpopping.com/profiles/idol/Amber,Amber,2018 - Present,,,,,1,,,,,,,,,2012,Kevin Morrow,0,"Los Angeles, California",Steel Wool Entertainment (스틸울 엔터테인먼트) is an American record label founded in 2012.,https://kpopping.com/company/Steel-Wool-Entertainment,Steel Wool Entertainment,"스틸울 엔터테인먼트,スチールウールエンターテインメント",,,,"https://www.instagram.com/wearesteelwool,http://www.steelwoolentertainment.com/",,
,"https://kpopping.com/profiles/idol/Jooyoung,https://kpopping.com/profiles/idol/Brother-Su,https://kpopping.com/profiles/idol/Lovey,https://kpopping.com/profiles/idol/Kiggen","Jooyoung,Brother Su,Lovey,Kiggen","2014 - Present,2015 - Present,2016 - Present,2018 - Present",,,,,4,,"https://kpopping.com/profiles/idol/Mad-Clown,https://kpopping.com/profiles/idol/Junggigo","Mad Clown,Junggigo","2013 - 2018,2013 - 2018",,,,,2013,,0,Seoul,Starship X Entertainment (known simply as Starship X (스타쉽 엑스)) is an independent sub-label under Starship Entertainment. It primarily focuses on hip-hop music.,https://kpopping.com/company/Starship-X,Starship X,스타쉽 엑스,Starship Entertainment,https://kpopping.com/company/Starship-Entertainment,,https://twitter.com/starshipxent/,,
,"https://kpopping.com/profiles/idol/Jisook,https://kpopping.com/profiles/idol/Jubi,https://kpopping.com/profiles/idol/Luli-Lee,https://kpopping.com/profiles/idol/Narsha,https://kpopping.com/profiles/idol/Youngjae2,https://kpopping.com/profiles/idol/SE7EN,https://kpopping.com/profiles/idol/COOING,https://kpopping.com/profiles/idol/Choim","Jisook,Jubi,Luli Lee,Narsha,Youngjae,SE7EN,COOING,Choim","2017 - Present,2018 - Present,2018 - Present,2019 - Present,2019 - Present,2020 - Present,2020 - Present,2021 - Present",,,,,8,,https://kpopping.com/profiles/idol/Shin2,Shin,2016 - 2016,,,,,2008,,0,Seoul,"Starit Entertainment (스타잇엔터테인먼트) is a South Korean entertainment company. It was originally established in 2008 as Chorokbaem Tech (초록뱀미디어) as a separate entity from Chorokbaem Media. In 2010, their primary business was changed into entertainment management and the following year, renamed to On Air Entertainment (온에어엔터테인먼트). In 2013, the company changed their name to Chorokbaem E&M (초록뱀 E&M) and later established a joint venture with Juna International and was renamed as Chorokbaem Juna E&M (초록뱀주나 E&M). They reverted back to Chorokbaem E&M in 2016, changing to Dmost Entertainment (디모스트엔터테인먼트) in 2017, and to their current name in May 2020.",https://kpopping.com/company/Starit-Entertainment,Starit Entertainment,스타잇엔터테인먼트,,,,"https://www.facebook.com/staritenter/,https://twitter.com/dmostmusic,https://www.vlive.tv/channel/DCB44F,https://www.instagram.com/STARITENT/,https://www.youtube.com/channel/UCaDt2GTxEoOlDVXSszt1kQQ,http://www.starit-ent.com/main/ko/index.html",,
,"https://kpopping.com/profiles/idol/K-Will,https://kpopping.com/profiles/idol/Exy,https://kpopping.com/profiles/idol/Eunseo,https://kpopping.com/profiles/idol/Cheng-Xiao,https://kpopping.com/profiles/idol/Xuan-Yi,https://kpopping.com/profiles/idol/Yeoreum2,https://kpopping.com/profiles/idol/Mei-Qi,https://kpopping.com/profiles/idol/Dawon,https://kpopping.com/profiles/idol/Luda,https://kpopping.com/profiles/idol/Soobin,https://kpopping.com/profiles/idol/Bona,https://kpopping.com/profiles/idol/Seola,https://kpopping.com/profiles/idol/Dayoung,https://kpopping.com/profiles/idol/Yeonjung,https://kpopping.com/profiles/idol/Jeong-Sewoon,https://kpopping.com/profiles/idol/Wonyoung,https://kpopping.com/profiles/idol/Yujin3,https://kpopping.com/profiles/idol/Gaeul5,https://kpopping.com/profiles/idol/Liz2,https://kpopping.com/profiles/idol/Rei4,https://kpopping.com/profiles/idol/Leeseo","K.Will,Exy,Eunseo,Cheng Xiao,Xuan Yi,Yeoreum,Mei Qi,Dawon,Luda,Soobin,Bona,Seola,Dayoung,Yeonjung,Jeong Sewoon,Wonyoung,Yujin,Gaeul,Liz,Rei,Leeseo","2008 - Present,2015 - Present,2015 - Present,2015 - Present,2015 - Present,2015 - Present,2015 - Present,2015 - Present,2015 - Present,2015 - Present,2015 - Present,2015 - Present,2015 - Present,2016 - Present,2017 - Present,2018 - Present,2018 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present","https://kpopping.com/profiles/group/MONSTA-X,https://kpopping.com/profiles/group/WJSN,https://kpopping.com/profiles/group/Y-TEEN,https://kpopping.com/profiles/group/MIND-U,https://kpopping.com/profiles/group/YDPP,https://kpopping.com/profiles/group/CRAVITY,https://kpopping.com/profiles/group/WJSN-CHOCOME,https://kpopping.com/profiles/group/WJSN-THE-BLACK,https://kpopping.com/profiles/group/IVE","MONSTA X,WJSN,Y TEEN,MIND U,YDPP,CRAVITY,WJSN CHOCOME,WJSN THE BLACK,IVE","2015 - Present,2016 - Present,2016 - Present,2017 - Present,2018 - Present,2020 - Present,2020 - Present,2021 - Present,2021 - Present",,21,,"https://kpopping.com/profiles/idol/Soyou,https://kpopping.com/profiles/idol/Dasom,https://kpopping.com/profiles/idol/Hyolyn,https://kpopping.com/profiles/idol/Bora,https://kpopping.com/profiles/idol/Wonho,https://kpopping.com/profiles/idol/Shim-Chaeeun,https://kpopping.com/profiles/idol/Taeha,https://kpopping.com/profiles/idol/Cho-Ka-Hyeon","Soyou,Dasom,Hyolyn,Bora,Wonho,Shim Chaeeun,Taeha,Cho Ka Hyeon","2010 - 2021,2010 - 2021,2010 - 2017,2010 - 2017,2015 - 2019,2016 - 2016,2016 - 2016,2018 - 2020","https://kpopping.com/profiles/group/SISTAR,https://kpopping.com/profiles/group/Sistar19,https://kpopping.com/profiles/group/BF,https://kpopping.com/profiles/group/WJMK","SISTAR,Sistar19,BF,WJMK","2010 - 2017,2011 - 2017,2011 - 2019,2018 - 2021",,2008,Kim Shi-dae,9,Seoul,"Starship Entertainment (스타쉽엔터테인먼트) is a South Korean entertainment agency and label that was founded in 2008. In December 2013, LOEN Entertainment acquired the company after purchasing 70% of their shares.",https://kpopping.com/company/Starship-Entertainment,Starship Entertainment,스타쉽엔터테인먼트,Kakao Entertainment,https://kpopping.com/company/Kakao-Entertainment,,"https://www.facebook.com/officialstarship,https://twitter.com/starshipent,https://channels.vlive.tv/FC659/video,https://www.instagram.com/officialstarship/,https://www.youtube.com/user/starshipTV/,http://www.starship-ent.com/","https://kpopping.com/company/HIGHLINE-ENTERTAINMENT,https://kpopping.com/company/Starship-X,https://kpopping.com/company/King-Kong-by-Starship","HIGHLINE ENTERTAINMENT,Starship X,King Kong by Starship"
