,Unnamed: 0,ticker,name,website,headquarter,employees,industry,type,source
1112,1112,VIS,Viscofan (VIS),www.viscofan.com,"PolIgono Industrial Berroa Calle Berroa nr. 15, 4a planta Tajonar, 31192 Spain",5100,Food Products,ORD,investing
1113,1113,STLA,Stellantis NV (STLA),www.stellantis.com,"Singaporestraat 92-100 Lijnden, 1175 RA Netherlands",204000,Automobiles,ORD,investing
1114,1114,ICAs,ICA Gruppen AB (ICAs),www.icagruppen.se,"Box 4075 Solna, 169 04 Sweden",24043,Food & Staples Retailing,ORD,investing
1115,1115,BNRGn,Brenntag AG (BNRGn),www.brenntag.com,"Messeallee 11 Essen, 45131 Germany",17321,Trading Companies & Distributors,ORD,investing
1116,1116,7203,Toyota Motor Corp (7203),global.toyota/en,"1 Toyota-cho Toyota, 471-8571 Japan",366283,Automobiles,ORD,investing
1117,1117,FGT,Finsbury Growth & Income Trust (FGT),www.finsburygt.com,"66 Buckingham Gate 5th Floor London, SW1E 6AU United Kingdom",-,Capital Markets,Closed-End,investing
1118,1118,BGSC,Bmo Global Smaller Companies PLC (BGSC),www.fandc.com/fandc-global-smaller-companies,"6th Floor Quartermile 4 7a Nightingale Way Edinburgh, EH3 9EG United Kingdom",-,Capital Markets,ORD,investing
1119,1119,APAM,Aperam SA (APAM),www.aperam.com,"12C, rue Guillaume Kroll Luxembourg City, 1882 Luxembourg",9400,Metals & Mining,ORD,investing
1120,1120,MCRO,Micro Focus International PLC (MCRO),www.microfocus.com,"The Lawn 22-30 Old Bath Road Newbury, RG14 1QN United Kingdom",11600,Software,ORD,investing
1121,1121,IMI,IMI PLC (IMI),www.imiplc.com,"Lakeside Solihull Parkway Birmingham Business Park Birmingham, B37 7XZ United Kingdom",10000,Machinery,ORD,investing
1122,1122,DEZG,Deutz AG (DEZG),www.deutz.com,"Ottostrasse 1 Porz-Eil Cologne, 51149 Germany",4701,Machinery,ORD,investing
1123,1123,EUR,Eurocash SA (EUR),www.eurocash.pl,"ul. Wisniowa 11 Komorniki, 62-052 Poland",21190,Food & Staples Retailing,ORD,investing
1124,1124,FIXPq,Fix Price Group Ltd (FIXPq),ir.fix-price.com,"Building 1 1st Botkinsky pr-d, 7 Moscow, 125284 Russia",-,Multiline Retail,DRC,investing
1125,1125,BOUY,Bouygues SA (BOUY),www.bouygues.com,"32 Avenue Hoche Paris, 75008 France",129000,Construction & Engineering,ORD,investing
1126,1126,SCAb,Svenska Cellulosa SCA AB B (SCAb),www.sca.com,"Skepparplatsen 1 Sundsvall, 851 88 Sweden",4000,Paper & Forest Products,ORD,investing
1127,1127,OTPB,OTP Bank Nyrt (OTPB),www.otpbank.hu,"16, Nádor Street Budapest, 1051 Hungary",38447,Banks,ORD,investing
1128,1128,ASTK,Asetek (ASTK),asetek.com,"Assensvej 2 Aalborg East Aalborg, 9220 Denmark",167,"Technology Hardware, Storage & Peripherals",ORD,investing
1129,1129,PHO,Photocure (PHO),www.photocure.com,"Hoffsveien 4 Oslo, 0275 Norway",88,Pharmaceuticals,ORD,investing
1130,1130,ACS,ACS Actividades de Construccion y Servicios SA (ACS),www.grupoacs.com,"Avenida de Pio XII, 102 Madrid, 28036 Spain",-,Construction & Engineering,ORD,investing
1131,1131,AGRODR,Ros Agro PLC (AGRODR),www.rusagrogroup.ru,"25 Aphrodite Street 3rd Floor Office 300 Nicosia, 1060 Cyprus",19344,Food Products,DRC,investing
1132,1132,DANI,Danieli & C Officine Meccaniche SpA (DANI),www.danieli.com,"Via Nazionale, 41 Buttrio, 33042 Italy",8630,Machinery,ORD,investing
1133,1133,RSW,Renishaw PLC (RSW),www.renishaw.com,"New Mills Wotton-under-Edge, GL12 8JR United Kingdom",4664,"Electronic Equipment, Instruments & Components",ORD,investing
1134,1134,MWDP,Wendel (MWDP),www.wendelgroup.com/en,"89 rue Taitbout Cedex 09 Paris, 75312 France",88344,Diversified Financial Services,ORD,investing
1135,1135,AMG,AMG Advanced Metallurgical Group NV (AMG),www.amg-nv.com,"WTC Amsterdam Toren C Strawinskylaan 1343 Amsterdam, 1077 XX Netherlands",3064,Metals & Mining,ORD,investing
1136,1136,SZUG,Suedzucker AG (SZUG),www.suedzucker.de,"Maximilianstrasse 10 Mannheim, 68165 Germany",18674,Food Products,ORD,investing
1137,1137,GCPI,GCP Infrastructure Investments Ltd (GCPI),www.graviscapital.com,"12 Castle Street Saint Helier, JE2 3RT Jersey",-,Capital Markets,ORD,investing
1138,1138,CEVI,CellaVision AB (CEVI),www.cellavision.com,"Mobilvägen 12 Lund, 223 62 Sweden",-,Health Care Equipment & Supplies,ORD,investing
1139,1139,NELES,Neles Oyj (NELES),www.neles.com,"Vanha Porvoontie 229 Vantaa, 01380 Finland",2812,Machinery,ORD,investing
1140,1140,2317q,Hon Hai Precision Industry Co Ltd ADR (2317q),www.foxconn.com,"No. 66, Zhongshan Road Tucheng Industrial Zone Tucheng District New Taipei City, 236 Taiwan",-,"Electronic Equipment, Instruments & Components",ADR,investing
1141,1141,EXHO,Sodexo SA (EXHO),www.sodexo.com,"255 Quai de la Bataille de Stalingrad Issy-les-Moulineaux, 92866 France",356662,"Hotels, Restaurants & Leisure",ORD,investing
1142,1142,GJFG,Gjensidige Forsikring ASA (GJFG),www.gjensidige.no,"Schweigaardsgate 21 Oslo, 0191 Norway",3710,Insurance,ORD,investing
1143,1143,AOXG,Alstria Office Reit-Ag (AOXG),www.alstria.com,"Steinstrasse 7 Hamburg, 20095 Germany",167,Equity Real Estate Investment Trusts (REITs),ORD,investing
1144,1144,JMG,JPMorgan Emerging Mkts Inv Trust (JMG),am.jpmorgan.co.uk/investment-trusts/trusts/emerging-markets-jpm-it.aspx?isin=GB0003418950,"60 Victoria Embankment London, EC4Y 0JP United Kingdom",-,Capital Markets,ORD,investing
1145,1145,WEIR,Weir Group PLC (WEIR),www.global.weir,"1 West Regent Street Glasgow, G2 1RW United Kingdom",11000,Machinery,ORD,investing
1146,1146,IDHC,Integrated Diagnostics Holdings PLC (IDHC),www.idhcorp.com,"12 Castle Street Saint Helier, JE2 3RT Jersey",5611,Health Care Providers & Services,ORD,investing
1147,1147,GFII,Lisi (GFII),www.lisi-group.com,"6 rue JuvEnal Viellard Grandvillars CS 70431 Cedex Belfort, 90008 France",9363,Aerospace & Defense,ORD,investing
1148,1148,ZELA,Zealand Pharma A/S (ZELA),www.zealandpharma.com,"Sydmarken 11 SOeborg Copenhagen, 2860 Denmark",346,Biotechnology,ORD,investing
1149,1149,6752,Panasonic Corp (6752),www.panasonic.com/global/home.html,"1006, Oaza Kadoma Kadoma, 571-8501 Japan",244479,Household Durables,ORD,investing
1150,1150,DEQGn,Deutsche Euroshop AG (DEQGn),www.deutsche-euroshop.de,"Heegbarg 36 Hamburg, 22391 Germany",-,Real Estate Management & Development,ORD,investing
1151,1151,IBM,International Business Machines (IBM),www.ibm.com,"One New Orchard Road Armonk, 10504 United States",345900,IT Services,ORD,investing
1152,1152,PROT,Protector Forsikring ASA (PROT),www.protectorforsikring.no,"Støperigata 2 Oslo, 0250 Norway",428,Insurance,ORD,investing
1153,1153,6503,Mitsubishi Electric Corp (6503),www.mitsubishielectric.com/en/index.html,"Tokyo Building 2-7-3, Marunouchi Chiyoda-ku Tokyo, 100-8310 Japan",145653,Electrical Equipment,ORD,investing
1154,1154,SGEF,Vinci SA (SGEF),www.vinci.com,"1, cours Ferdinand-de-Lesseps Cedex Rueil-Malmaison, 92851 France",219400,Construction & Engineering,ORD,investing
1155,1155,SONG,Hipgnosis Songs Fund Ltd (SONG),www.hipgnosissongs.com,", United Kingdom",35,Capital Markets,ORD,investing
1156,1156,BGS,Baillie Gifford Shin Nippon PLC (BGS),www.bailliegifford.com/individual-investor/fund-selector/baillie-gifford-shin-nippon.aspx,"Calton Square 1 Greenside Row Edinburgh, EH1 3AN United Kingdom",-,Capital Markets,Closed-End,investing
1157,1157,GOOGL,Alphabet Inc Class A (GOOGL),www.abc.xyz,"1600 Amphitheatre Parkway Mountain View, 94043 United States",150028,Interactive Media & Services,ORD,investing
1158,1158,CLN,Clariant AG (CLN),www.clariant.com,"Rothausstrasse 61 Muttenz, 4132 Switzerland",13057,Chemicals,ORD,investing
1159,1159,JFN,Jungfraubahn Holding AG (JFN),www.jungfrau.ch,"Harderstrasse 14 Interlaken, 3800 Switzerland",665,Road & Rail,ORD,investing
1160,1160,JTC,JTC PLC (JTC),www.jtcgroup.com,"JTC House 28 Esplanade PO Box 1075 Saint Helier, JE4 2QP Jersey",861,Capital Markets,ORD,investing
1161,1161,BGEO,Bank of Georgia Group PLC (BGEO),www.bankofgeorgiagroup.com,"42 Brook Street London, W1K 5DB United Kingdom",7695,Banks,ORD,investing
1162,1162,FCC,Fomento de Construcciones y Contratas SA (FCC),www.fcc.es/es,"Avda. Camino de Santiago, 40 Madrid, 28050 Spain",59746,Construction & Engineering,ORD,investing
1163,1163,FGP,FirstGroup PLC (FGP),www.firstgroupplc.com,"395 King Street Aberdeen, AB24 5RP United Kingdom",100807,Road & Rail,ORD,investing
1164,1164,RHIM,RHI Magnesita NV (RHIM),www.rhimagnesita.com,"Kranichberggasse 6 Vienna, 1120 Austria",12000,Construction Materials,ORD,investing
1165,1165,SZGG,Salzgitter AG (SZGG),www.salzgitter-ag.com,"Eisenhuettenstrasse 99 Salzgitter, 38239 Germany",24059,Metals & Mining,ORD,investing
1166,1166,SPX,Spirax-Sarco Engineering PLC (SPX),www.spiraxsarcoengineering.com,"Charlton House Cirencester Road Cheltenham, GL53 8ER United Kingdom",8200,Machinery,ORD,investing
1167,1167,EFGN,EFG International AG (EFGN),www.efginternational.com,"Bleicherweg 8 PO Box 6012 Zurich, 8022 Switzerland",-,Capital Markets,ORD,investing
1168,1168,UKWG,Greencoat UK Wind PLC (UKWG),www.greencoat-ukwind.com,"The Peak 5 Wilton Road London, SW1V 1AN United Kingdom",-,Independent Power and Renewable Electricity Producers,ORD,investing
1169,1169,KIT,Kitron ASA (KIT),www.kitron.com,"Olav Brunborgs vei 4 Billingstad, 1396 Norway",1764,"Electronic Equipment, Instruments & Components",ORD,investing
1170,1170,DIGS,GCP Student Living PLC (DIGS),www.graviscapital.com/funds/gcp-student,"Beaufort House 51 New North Road Exeter, EX4 4EP United Kingdom",129,Equity Real Estate Investment Trusts (REITs),ORD,investing
1171,1171,TRYG,Tryg A/S (TRYG),www.tryg.com,"Klausdalsbrovej 601 Ballerup, 2750 Denmark",4615,Insurance,ORD,investing
1172,1172,AEGN,Aegon NV (AEGN),www.aegon.com,"Aegonplein 50 The Hague, 2591 TV Netherlands",22000,Insurance,ORD,investing
1173,1173,PHP,Primary Health Properties (PHP),www.phpgroup.co.uk,"Greener House 5th Floor 66–68 Haymarket London, SW1Y 4RF United Kingdom",50,Equity Real Estate Investment Trusts (REITs),REIT,investing
1174,1174,NNIT,Nnit AS (NNIT),www.nnit.com,"Oestmarken 3A Søborg, 2860 Denmark",3000,Health Care Technology,ORD,investing
1175,1175,EVRE,EVRAZ plc (EVRE),www.evraz.com,"2 Portman Street London, W1H 6DU United Kingdom",69619,Metals & Mining,ORD,investing
1176,1176,KWS,Keywords Studios Plc (KWS),www.keywordsstudios.com,"Whelan House South County Business Park Leopardstown Dublin, D18 T9P8 Ireland",9000,IT Services,ORD,investing
1177,1177,SIKA,Sika AG (SIKA),www.sika.com,"Zugerstrasse 50 Baar, 6341 Switzerland",25274,Chemicals,ORD,investing
1178,1178,FOUG,Eiffage SA (FOUG),www.eiffage.com,"3-7, place de l’Europe Vélizy-Villacoublay, 78140 France",72700,Construction & Engineering,ORD,investing
1179,1179,MRLM,Marlowe PLC (MRLM),www.marloweplc.com,"20 Grosvenor Place London, SW1X 7HN United Kingdom",3000,Commercial Services & Supplies,ORD,investing
1180,1180,NOVOb,Novo Nordisk A/S Class B (NOVOb),www.novonordisk.com,"Novo Allé 1 Bagsvaerd, 2880 Denmark",46982,Pharmaceuticals,ORD,investing
1181,1181,AVST,Avast PLC (AVST),www.avast.com,"Pikrtova 1737/1A Prague 4 Nusle Prague, 140 00 Czech Republic",1699,Software,ORD,investing
1182,1182,DLG,De Longhi SpA (DLG),www.delonghigroup.com,"Via Lodovico Seitz 47 Treviso, 31100 Italy",8607,Household Durables,ORD,investing
1183,1183,ADSGn,Adidas AG (ADSGn),www.adidas-group.com,"Adi-Dassler-Strasse 1 Herzogenaurach, 91074 Germany",54722,"Textiles, Apparel & Luxury Goods",ORD,investing
1184,1184,GCC,C&C Group (GCC),candcgroupplc.com,"Bulmers House Keeper Road Crumlin Dublin, 12 Ireland",2653,Beverages,ORD,investing
1185,1185,LRE,Lancashire Holdings Ltd (LRE),www.lancashiregroup.com,"Power House 7 Par-la-Ville Road Hamilton, HM 11 Bermuda",255,Insurance,ORD,investing
1186,1186,ADML,Admiral Group PLC (ADML),admiralgroup.co.uk,"Ty Admiral David Street Cardiff, CF10 2EH United Kingdom",11445,Insurance,ORD,investing
1187,1187,AXFOs,Axfood AB (AXFOs),www.axfood.se,"Norra Stationsgatan 80 C Stockholm, 107 69 Sweden",12128,Food & Staples Retailing,ORD,investing
1188,1188,MTO,Mitie Group PLC (MTO),www.mitie.com,"The Shard Level 12 32 London Bridge Street Southwark London, SE1 9SG United Kingdom",75179,Commercial Services & Supplies,ORD,investing
1189,1189,EDV,Endeavour Mining Corp (EDV),www.endeavourmining.com,"5 Young Street Kensington London, W8 5EH United Kingdom",3726,Metals & Mining,ORD,investing
1190,1190,888,888 Holdings (888),corporate.888.com,"Europort Suite 601/701 Europort Road Gibraltar, Gibraltar",1636,"Hotels, Restaurants & Leisure",ORD,investing
1191,1191,CURY,Currys PLC (CURY),www.currysplc.com,"1 Portal Way London, W3 6RS United Kingdom",35046,Specialty Retail,ORD,investing
1192,1192,COA,Coats Group PLC (COA),www.coats.com,"4 Longwalk Road Stockley Park Uxbridge, UB11 1FE United Kingdom",17000,"Textiles, Apparel & Luxury Goods",ORD,investing
1193,1193,GN,GN Store Nord (GN),www.gn.com,"Lautrupbjerg 7 Ballerup, 2750 Denmark",7099,Health Care Equipment & Supplies,ORD,investing
1194,1194,RECI,Recordati (RECI),www.recordati.com,"Via Matteo Civitali 1 Milan, 20148 Italy",4446,Pharmaceuticals,ORD,investing
1195,1195,KDP,Keurig Dr Pepper Inc (KDP),www.keurigdrpepper.com,"53 South Avenue Burlington, 01803 United States",27000,Beverages,ORD,investing
1196,1196,RTO,Rentokil Initial PLC (RTO),www.rentokil-initial.com,"Meadows Business Park Riverbank Blackwater Camberley, GU17 9AB United Kingdom",44500,Commercial Services & Supplies,ORD,investing
1197,1197,PLOF,Compagnie Plastic Omnium SE (PLOF),www.plasticomnium.com,"1, allEe Pierre Burelle Levallois Cedex Levallois-perret, 92593 France",21473,Auto Components,ORD,investing
1198,1198,STOGR,Scandinavian Tobacco Group AS (STOGR),www.st-group.com,"Sandtoften 9 Gentofte, 2820 Denmark",11000,Tobacco,ORD,investing
1199,1199,GCO,Grupo Catalana Occidente (GCO),www.grupocatalanaoccidente.com,"Paseo de la Castellana 4 Madrid, 28046 Spain",-,Insurance,ORD,investing
1200,1200,OPL,OrangePL (OPL),www.orange.pl,"160 Al. Jerozolimskie Street Warsaw, 02-326 Poland",10940,Diversified Telecommunication Services,ORD,investing
1201,1201,GETIBs,Getinge AB ser. B (GETIBs),www.getinge.com,"Lindholmspiren 7A Gothenburg, 417 56 Sweden",10667,Health Care Equipment & Supplies,ORD,investing
1202,1202,LTSP,Grupa Lotos SA (LTSP),www.lotos.pl,"ul. Elblaska 135 Gdansk, 80-718 Poland",5442,"Oil, Gas & Consumable Fuels",ORD,investing
1203,1203,EBRO,Ebro Foods (EBRO),www.ebrofoods.es,"Paseo de la Castellana, nº20 planta 3ª Madrid, 28046 Spain",7260,Food Products,ORD,investing
1204,1204,SFOR,S4 Capital PLC (SFOR),www.s4capital.com,"12 St. James's Place London, SW1A 1NX United Kingdom",5751,Media,ORD,investing
1205,1205,SWMA,Swedish Match AB (SWMA),www.swedishmatch.com,"Sveavägen 44 8th Floor Stockholm, 118 85 Sweden",6735,Tobacco,ORD,investing
1206,1206,ERMT,Eramet SA (ERMT),www.eramet.com,"10, Boulevard de Grenelle CS 63205 Paris, 75015 France",13000,Metals & Mining,ORD,investing
1207,1207,RR,Rolls-Royce Holdings PLC (RR),www.rolls-royce.com/investors.aspx,"Derby, DE72 2AG United Kingdom",48200,Aerospace & Defense,ORD,investing
1208,1208,SCST,Scandi Standard publ AB (SCST),www.scandistandard.com,"Strandbergsgatan 55 PO Box 30174 Stockholm, 112 51 Sweden",3000,Food Products,ORD,investing
1209,1209,FRAS,FRASERS PLC (FRAS),www.frasers.group,"Brook Park East Unit A Shirebrook, NG20 8RY United Kingdom",25000,Specialty Retail,ORD,investing
1210,1210,ASCI,Ascopiave (ASCI),www.gruppoascopiave.it,"Via Verizzo, 1030 Pieve Di Soligo, 31053 Italy",475,Gas Utilities,ORD,investing
1211,1211,BHPB,BHP Group PLC (BHPB),www.bhp.com,"171 Collins Street Level 18 Melbourne, 3000 Australia",40110,Metals & Mining,ORD,investing
1212,1212,GDRB,Gedeon Richter PLC (GDRB),www.richter.hu,"GyOemroi Ut 19-21. Budapest, 1103 Hungary",12328,Pharmaceuticals,ORD,investing
1213,1213,VCTX,Victrex (VCTX),www.victrexplc.com,"Victrex Technology Centre Hillhouse International Thornton-Cleveleys, FY5 4QD United Kingdom",874,Chemicals,ORD,investing
1214,1214,HOEG,Hoegh LNG Holdings Ltd (HOEG),www.hoeghlng.com,"Drammensveien 134 Oslo, 0277 Norway",860,"Oil, Gas & Consumable Fuels",ORD,investing
1215,1215,NPRO,Norwegian Property ASA (NPRO),www.norwegianproperty.no,"Støperigata 2 Oslo, 0250 Norway",57,Real Estate Management & Development,ORD,investing
1216,1216,TNET,Telenet Group Holding NV (TNET),investors.telenet.be,"Liersesteenweg 4 Mechelen, 2800 Belgium",3000,Media,ORD,investing
1217,1217,AIRF,Air France KLM SA (AIRF),www.airfranceklm.com,"2, rue Robert Esnault-Pelterie Paris, 75007 France",74415,Airlines,ORD,investing
1218,1218,SCHN,Schneider Electric SE (SCHN),www.se.com/ww/en,"35 rue Joseph Monier Rueil-Malmaison, 92506 France",135000,Electrical Equipment,ORD,investing
1219,1219,ULVR,Unilever PLC (ULVR),www.unilever.com,"Unilever House 100 Victoria Embankment London, EC4Y 0DY United Kingdom",148949,Personal Products,ORD,investing
1220,1220,CHMF,Severstal - ao (CHMF),www.severstal.com,"st. Clara Zetkin, 2 Moscow, 127299 Russia",100000,Metals & Mining,ORD,investing
1221,1221,MDBI,Mediobanca Banca di Credito Finanziario SpA (MDBI),www.mediobanca.com,"Piazzetta Enrico Cuccia, 1 Milan, 20121 Italy",4938,Banks,ORD,investing
1222,1222,TENR,Tenaris SA (TENR),www.tenaris.com,"26, Boulevard Royal 4th Floor Luxembourg City, 2449 Luxembourg",19028,Energy Equipment & Services,ORD,investing
1223,1223,WIZZ,Wizz Air Holdings PLC (WIZZ),wizzair.com,"Ogier House 44 The Esplanade Saint Helier, JE4 9WG Jersey",3960,Airlines,ORD,investing
1224,1224,VSVS,Vesuvius PLC (VSVS),www.vesuvius.com,"165 Fleet Street London, EC4A 2AE United Kingdom",10354,Machinery,ORD,investing
1225,1225,CBRO,Close Brothers Group plc (CBRO),www.closebrothers.com,"10 Crown Place London, EC2A 4FT United Kingdom",-,Banks,ORD,investing
1226,1226,SKFb,AB SKF B (SKFb),www.skf.com,"Sven Wingquists Gata 2 Gothenburg, 415 50 Sweden",42139,Machinery,ORD,investing
1227,1227,BMEB,B&M European Value Retail SA (BMEB),www.bandmretail.com,"9, AllEe Scheffer Luxembourg City, 2520 Luxembourg",41427,Multiline Retail,ORD,investing
1228,1228,ATT,Allianz Technology Trust PLC (ATT),www.allianztechnologytrust.com,"Bockenheimer Landstraße 42-44 Frankfurt am Main, 60323 Germany",-,Capital Markets,Closed-End,investing
1229,1229,9766,Konami Corp. (9766),www.konami.com,"1-11-1, Ginza Chuo-ku Tokyo, 104-0061 Japan",4982,Entertainment,ORD,investing
1230,1230,PEY,Princess Private Equity Holding Ltd (PEY),www.princess-privateequity.net,"Tudor House, Le Bordage Channel Islands P.O. Box 477 Saint Peter Port, GY1 6BD Guernsey",-,Capital Markets,ORD,investing
1231,1231,WOSG,Watches Of Switzerland Group PLC (WOSG),www.thewosgroupplc.com,"Aurum House 2 Elland Road Braunstone Leicester, LE3 1TT United Kingdom",2022,Specialty Retail,ORD,investing
1232,1232,NEWAb,New Wave Group AB ser. B (NEWAb),www.nwg.se,"Kungsportsavenyen 10 Gothenburg, 411 36 Sweden",2047,"Textiles, Apparel & Luxury Goods",ORD,investing
1233,1233,DANSKE,Danske Bank A/S (DANSKE),www.danskebank.com,"Holmens Kanal 2-12 Copenhagen, 1092 Denmark",22027,Banks,ORD,investing
1234,1234,NANOVN,Nordic Nanovector ASA (NANOVN),www.nordicnanovector.com,"KjelsAsveien 168 B Oslo, 0884 Norway",39,Biotechnology,ORD,investing
1235,1235,HDDG,Heidelberger Druckmaschinen O.N. (HDDG),www.heidelberg.com,"Kurfürsten-Anlage 52-60 Heidelberg, 69115 Germany",10115,Machinery,ORD,investing
1236,1236,EQNR,Equinor ASA (EQNR),www.equinor.com,"Forusbeen 50 Stavanger, 4035 Norway",21245,"Oil, Gas & Consumable Fuels",ORD,investing
1237,1237,BMWG,Bayerische Motoren Werke AG (BMWG),www.bmwgroup.com,"Petuelring 130 Munich, 80788 Germany",120726,Automobiles,ORD,investing
1238,1238,OTV2,Octopus Titan VCT PLC (OTV2),www.octopusinvestments.com/investor/our-products/venture-capital-trusts/octopus-titan-vct,"33 Holborn London, EC1N 2HT United Kingdom",30,Capital Markets,ORD,investing
1239,1239,DNO,Dno ASA (DNO),www.dno.no,"Dokkveien 1 Aker Brygge Oslo, 0250 Norway",1257,"Oil, Gas & Consumable Fuels",ORD,investing
1240,1240,EVNV,EVN AG (EVNV),www.evn.at,"EVN Platz Maria Enzersdorf, 2344 Austria",7133,Electric Utilities,ORD,investing
1241,1241,WTB,Whitbread PLC (WTB),www.whitbread.co.uk,"Whitbread Court Houghton Hall Business Park Porz Avenue Dunstable, LU5 5XE United Kingdom",28335,"Hotels, Restaurants & Leisure",ORD,investing
1242,1242,NAFG,Aurubis AG (NAFG),www.aurubis.com,"Hamburg, 20539 Germany",7172,Misc. Fabricated Products,ORD,investing
1243,1243,BALF,Balfour Beatty PLC (BALF),www.balfourbeatty.com,"5 Churchill Place Canary Wharf London, E14 5HU United Kingdom",25684,Construction & Engineering,ORD,investing
1244,1244,CDM,Codemasters Group Holdings PLC (CDM),www.codemasters.com,"Codemasters Campus Stoneythorpe Southam, CV47 2DL United Kingdom",578,Entertainment,ORD,investing
1245,1245,JLG,John Laing Group Plc (JLG),www.laing.com,"1 Kingsway London, WC2B 6AN United Kingdom",156,Construction & Engineering,ORD,investing
1246,1246,KPN,Koninklijke KPN NV (KPN),www.kpn.com,"Wilhelminakade 123 Rotterdam, 3072 AP Netherlands",9776,Diversified Telecommunication Services,ORD,investing
1247,1247,ITX,Industria de Diseno Textil SA (ITX),www.inditex.com,"Edificio Inditex Avenida de la DiputaciOn s/n Arteixo Corunna, 15143 Spain",140381,Specialty Retail,ORD,investing
1248,1248,7752,"Ricoh Co., Ltd. (7752)",www.ricoh.co.jp,"1-3-6 Nakamagome Ohta-ku Tokyo, 143-8555 Japan",81184,"Technology Hardware, Storage & Peripherals",ORD,investing
1249,1249,SUPR,Supermarket Income REIT PLC (SUPR),www.supermarketincomereit.com,"The Scalpel 18th Floor 52 Lime Street London, EC3M 7AF United Kingdom",-,Equity Real Estate Investment Trusts (REITs),ORD,investing
1250,1250,SEM,Semapa (SEM),www.semapa.pt,"Av. Fontes Pereira de Melo No.14, 10º Lisbon, 1050-121 Portugal",5872,Paper & Forest Products,ORD,investing
1251,1251,HAYS,Hays Plc (HAYS),www.haysplc.com,"20 Triton Street 4th Floor London, NW1 3BF United Kingdom",10778,Professional Services,ORD,investing
1252,1252,CITT,Groupe Crit (CITT),www.groupe-crit.com,"6, rue Toulouse Lautrec Paris, 75017 France",-,Professional Services,ORD,investing
1253,1253,IHPI,IntegraFin Holdings PLC (IHPI),www.integrafin.co.uk,"29 Clement's Lane London, EC4N 7AE United Kingdom",557,Capital Markets,ORD,investing
1254,1254,HLMA,Halma PLC (HLMA),www.halma.com,"Misbourne Court Rectory Way Amersham, HP7 0DE United Kingdom",7120,"Electronic Equipment, Instruments & Components",ORD,investing
1255,1255,QQ,Qinetiq Group PLC (QQ),www.qinetiq.com,"Cody Technology Park Ively Road Farnborough, GU14 0LX United Kingdom",-,Aerospace & Defense,ORD,investing
1256,1256,AALB,Aalberts Industries NV (AALB),www.aalberts.com,"Word Trade Center Utrecht Stadsplateau 18 Utrecht, 3521 AZ Netherlands",14782,Machinery,ORD,investing
1257,1257,BKNG,Booking Holdings Inc (BKNG),www.bookingholdings.com,"800 Connecticut Avenue Norwalk, 06854 United States",19600,"Hotels, Restaurants & Leisure",ORD,investing
1258,1258,INVEb,Investor AB ser. B (INVEb),www.investorab.com,"Arsenalsgatan 8C Stockholm, 103 32 Sweden",13964,Diversified Financial Services,ORD,investing
1259,1259,TPK,Travis Perkins PLC (TPK),www.travisperkinsplc.co.uk,"Lodge Way House Lodge Way Harlestone Road Northampton, NN5 7UG United Kingdom",28710,Trading Companies & Distributors,ORD,investing
1260,1260,TIFS,TI Fluid Systems PLC (TIFS),www.tifluidsystems.com,"4650 Kingsgate Oxford Business Park South Cascade Way Oxford, OX4 2SU United Kingdom",25700,Auto Components,ORD,investing
1261,1261,SECUb,Securitas AB ser. B (SECUb),www.securitas.com,"Lindhagensplan 70 Stockholm, 102 28 Sweden",331925,Commercial Services & Supplies,ORD,investing
1262,1262,SN,Smith & Nephew PLC (SN),www.smith-nephew.com,"Building 5 Croxley Park Hatters Lane Watford, WD18 8YE United Kingdom",18000,Health Care Equipment & Supplies,ORD,investing
1263,1263,ATCOb,Atlas Copco AB Series B (ATCOb),www.atlascopcogroup.com/en,"Sickla Industriväg 19 Nacka, Sweden",42066,Machinery,ORD,investing
1264,1264,DAIGn,Daimler AG NA O.N. (DAIGn),www.daimler.com,"Mercedesstrasse 120 Stuttgart, 70372 Germany",289282,Automobiles,ORD,investing
1265,1265,ESNT,Essentra PLC (ESNT),www.essentraplc.com,"Avebury House 201-249 Avebury Boulevard Milton Keynes, MK9 1AU United Kingdom",7430,Chemicals,ORD,investing
1266,1266,FEML,Fidelity Emerging Markets Ltd (FEML),www.genesisemf.com,"16 St James's Street London, SW1A 1ER United Kingdom",-,Capital Markets,Closed-End,investing
1267,1267,VID,Vidrala SA (VID),www.vidrala.com,"Barrio Munegazo, 22 Laudio/Llodio, 01400 Spain",3500,Containers & Packaging,ORD,investing
1268,1268,PSH,Pershing Square Holdings Ltd (PSH),www.pershingsquareholdings.com,"787 Eleventh Avenue 9th Floor New York, 10019 United States",-,Capital Markets,ORD,investing
1269,1269,SSPG,SSP Group PLC (SSPG),www.foodtravelexperts.com,"Jamestown Wharf 32 Jamestown Road London, NW1 7HW United Kingdom",21798,"Hotels, Restaurants & Leisure",ORD,investing
1270,1270,CORA,Corticeira Amorim (CORA),www.corticeiraamorim.com,"Edifício Amorim I Rua de Meladas, Nº 380 Apartado 20 Mozelos, 4536-902 Portugal",-,Containers & Packaging,ORD,investing
1271,1271,ADP,Aeroports de Paris SA (ADP),www.parisaeroport.fr,"1 Rue de France Tremblay-en-France, 93290 France",22891,Transportation Infrastructure,ORD,investing
